"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7855985","","","","0"
"2013-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7661314","","","","0"
"2013-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6804492","","","","0"
"2013-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6433177","","","","0"
"2013-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6460969","","","","0"
"2013-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7480652","","","","0"
"2013-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7136773","","","","0"
"2013-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6559934","","","","0"
"2013-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7239722","","","","0"
"2013-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7688207","","","","0"
"2013-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8628622","","r","","0"
"2014-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8544640","","r","","0"
"2014-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7699790","","r","","0"
"2014-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8167755","","r","","0"
"2014-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7027717","","r","","0"
"2014-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6502445","","","","0"
"2014-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6571669","","","","0"
"2014-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6979674","","","","0"
"2014-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7232689","","","","0"
"2014-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6743734","","","","0"
"2014-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6984027","","","","0"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7690731","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8128620","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8099151","","r","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7688097","","r","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7474327","","r","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6543750","","r","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","5812561","","r","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6222765","","r","","0"
"2015-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6872434","","r","","0"
"2015-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7211695","","r","","0"
"2015-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6909205","","r","","0"
"2015-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7024832","","r","","0"
"2015-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7245120","","r","","0"
"2015-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7871582","","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2008-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8963878","","","","0"
"2008-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7615360","","","","0"
"2008-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7260833","","","","0"
"2008-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6172735","","","","0"
"2008-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","5999932","","","","0"
"2008-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6642693","","","","0"
"2008-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7851791","","","","0"
"2008-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7849761","","","","0"
"2008-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7401882","","","","0"
"2008-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7509668","","","","0"
"2008-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7087442","","","","0"
"2008-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8276834","","","","0"
"2009-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8248888","","","","0"
"2009-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7163734","","","","0"
"2009-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7938137","","","","0"
"2009-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6049831","","","","0"
"2009-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","4827468","","","","0"
"2009-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6718136","","","","0"
"2009-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7530869","","","","0"
"2009-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7792323","","","","0"
"2009-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7130753","","","","0"
"2009-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6700868","","","","0"
"2009-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6889830","","","","0"
"2009-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8310297","","","","0"
"2010-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7677218","","","","0"
"2010-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7063947","","","","0"
"2010-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7369147","","","","0"
"2010-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6154512","","","","0"
"2010-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","5593617","","","","0"
"2010-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6433695","","","","0"
"2010-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6929975","","","","0"
"2010-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7424830","","","","0"
"2010-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7551384","","","","0"
"2010-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7505896","","","","0"
"2010-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6956253","","","","0"
"2010-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8559415","","","","0"
"2011-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8759674","","","","0"
"2011-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7255893","","","","0"
"2011-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7737125","","","","0"
"2011-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7192979","","","","0"
"2011-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7386716","","","","0"
"2011-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6982763","","","","0"
"2011-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7815150","","","","0"
"2011-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8246076","","","","0"
"2011-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7566850","","","","0"
"2011-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7210519","","","","0"
"2011-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6299205","","","","0"
"2011-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7581395","","","","0"
"2012-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7584642","","","","0"
"2012-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6689647","","","","0"
"2012-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7348972","","","","0"
"2012-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6756890","","","","0"
"2012-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7416537","","","","0"
"2012-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7695019","","","","0"
"2012-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8352534","","","","0"
"2012-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7643016","","","","0"
"2012-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6747205","","","","0"
"2012-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7891766","","","","0"
"2012-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8450488","","","","0"
"2012-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8407404","","","","0"
"2013-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8470491","","","","0"
"2013-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7243241","","","","0"
"2013-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7310763","","","","0"
"2013-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7301882","","","","0"
"2013-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7296162","","","","0"
"2013-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7939174","","","","0"
"2013-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8851919","","","","0"
"2013-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8846838","","","","0"
"2013-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8204614","","","","0"
"2013-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8133441","","","","0"
"2013-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8473353","","","","0"
"2013-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8899347","","","","0"
"2014-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8687494","","","","0"
"2014-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7527812","","","","0"
"2014-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8434528","","","","0"
"2014-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7398286","","","","0"
"2014-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7489919","","","","0"
"2014-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7950398","","","","0"
"2014-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8783927","","","","0"
"2014-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9073629","","","","0"
"2014-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9014043","","","","0"
"2014-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8588764","","","","0"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8804909","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9167389","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9180622","","r","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8307371","","","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9230529","","","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7737381","","","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7985257","","","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8084872","","","","0"
"2015-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8900017","","r","","0"
"2015-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8678391","","","","0"
"2015-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6965168","","","","0"
"2015-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6323797","","","","0"
"2015-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8448485","","","","0"
"2015-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8533084","","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8924259","","","","0"
